	shannon	observed_otus
KO6	6.27668764637	284.0
WT8	5.07937011571	238.0
KO2	6.12238282708	286.0
KO5	6.19608599218	295.0
OE2	5.71334148481	257.0
WT1	5.29784596684	261.0
WT2	5.92686282806	283.0
WT4	5.94635273869	290.0
KO7	6.00180506222	272.0
KO3	4.83654513989	216.0
WT6	5.73013417718	269.0
KO9	6.05520154471	268.0
WT3	5.91173682434	259.0
KO1	5.74828431367	268.0
KO4	5.89525228219	265.0
WT5	5.58806710554	243.0
KO8	5.85234278919	263.0
OE6	5.72261447819	233.0
OE5	5.75370966133	236.0
WT7	6.06160632624	275.0
OE7	5.64764688265	235.0
WT9	5.56083655956	245.0
OE1	5.83890931588	241.0
OE8	5.89856318142	245.0
OE9	5.91364129791	248.0
