	shannon	observed_otus
KO6	5.72371711572	104.0
WT8	4.9996185473	85.0
KO2	5.58560067612	97.0
KO5	5.62302050949	104.0
OE2	5.32171198349	90.0
WT1	5.17002884455	90.0
WT2	5.25290128965	90.0
WT4	5.55406130908	96.0
KO7	5.43375438107	89.0
KO3	4.09970432495	66.0
WT6	5.43832121989	92.0
OE4	5.25749256865	88.0
KO9	5.44887940846	92.0
WT3	5.49924027817	100.0
KO1	5.17570243663	84.0
KO4	5.37390503964	90.0
WT5	5.28744644827	93.0
KO8	5.51785844367	95.0
OE6	5.27498167446	86.0
OE5	5.53013869269	93.0
WT7	5.76839903005	94.0
OE7	5.18319922015	73.0
WT9	5.16549280029	87.0
OE1	5.53282450917	90.0
OE8	5.43624454731	89.0
OE9	5.23206458295	83.0
OE3	5.2756188427	86.0
