	shannon	observed_otus
KO6	6.24663539866	246.0
WT8	5.07872415805	203.0
KO2	6.02301014112	250.0
KO5	6.08704827504	261.0
OE2	5.70523565549	236.0
WT1	5.32612799665	230.0
WT2	5.93117236267	262.0
WT4	6.04899403055	258.0
KO7	6.00286588897	256.0
KO3	4.88618132	216.0
WT6	5.72531159552	226.0
OE4	5.74374245225	231.0
KO9	6.04205438881	250.0
WT3	5.90854135577	234.0
KO1	5.8024269404	247.0
KO4	5.81270770905	221.0
WT5	5.59104114304	228.0
KO8	5.85555377768	234.0
OE6	5.64625111537	212.0
OE5	5.75335156778	214.0
WT7	6.13401294665	254.0
OE7	5.58733961964	209.0
WT9	5.50698511671	235.0
OE1	5.85820429922	228.0
OE8	5.88998733886	223.0
OE9	5.79794872944	220.0
OE3	5.51994437239	208.0
