	shannon	observed_otus
KO6	6.2759610436	255.0
WT8	5.03434828815	197.0
KO2	6.16931199783	271.0
KO5	6.00811634591	252.0
OE2	5.68616415547	230.0
WT1	5.3464215044	235.0
WT2	5.95186289271	255.0
WT4	5.99835995987	268.0
KO7	6.00054853299	247.0
KO3	4.81036336035	211.0
WT6	5.7322395272	240.0
OE4	5.73412345657	233.0
KO9	5.9853408981	247.0
WT3	5.95458397671	247.0
KO1	5.83788584963	248.0
KO4	5.81504250621	249.0
WT5	5.60337597627	240.0
KO8	5.80086489481	215.0
OE6	5.70045821888	214.0
OE5	5.7753026222	230.0
WT7	6.14364553918	257.0
OE7	5.57946805483	205.0
WT9	5.42652619572	220.0
OE1	5.84416088185	233.0
OE8	5.87484628968	219.0
OE9	5.84081062997	222.0
OE3	5.53134858373	218.0
