	shannon	observed_otus
KO6	6.088824756	116.0
WT8	4.42764227414	68.0
KO2	5.4167171817	88.0
KO5	5.73981318845	98.0
OE2	5.24436455894	80.0
WT1	4.73727494552	89.0
WT2	5.48501627215	100.0
WT4	5.41211601558	97.0
KO7	5.56851339605	102.0
KO3	4.32341682074	73.0
WT6	5.42857436961	90.0
OE4	5.13360157994	81.0
KO9	5.63149915959	92.0
WT3	5.59970917256	99.0
KO1	5.39643243172	89.0
KO4	5.45489247379	89.0
WT5	5.11557425927	84.0
KO8	5.47450357786	90.0
OE6	5.29661243333	81.0
OE5	5.47964133089	94.0
WT7	5.44825037056	93.0
OE7	5.32444628818	89.0
WT9	5.23073017067	88.0
OE1	5.42722182913	90.0
OE8	5.32182474759	81.0
OE9	5.55941632565	97.0
OE3	5.07088201428	84.0
