	shannon	observed_otus
KO6	6.28696577912	244.0
WT8	5.04035620753	193.0
KO2	6.23269222384	249.0
KO5	5.98727082677	251.0
OE2	5.66928245948	214.0
WT1	5.39131594312	227.0
WT2	6.0163017488	266.0
WT4	5.88345068871	241.0
KO7	5.95374470395	231.0
KO3	4.97546467119	210.0
WT6	5.70790355059	224.0
OE4	5.69340060173	216.0
KO9	6.02968329803	243.0
WT3	6.06645663218	242.0
KO1	5.83752793539	223.0
KO4	5.90033774252	228.0
WT5	5.48543542407	215.0
KO8	5.87515175223	216.0
OE6	5.65182111184	208.0
OE5	5.67153338694	203.0
WT7	6.02069039407	224.0
OE7	5.72864157892	216.0
WT9	5.52738247497	221.0
OE1	5.84179866373	211.0
OE8	5.855401175	208.0
OE9	5.79845800378	220.0
OE3	5.50910019859	200.0
