	shannon	observed_otus
KO6	6.17532484234	243.0
WT8	4.99975592328	197.0
KO2	6.13417461459	248.0
KO5	6.04275748721	235.0
OE2	5.71717796168	218.0
WT1	5.42070225384	232.0
WT2	5.90297369617	247.0
WT4	5.85217343754	240.0
KO7	5.84724817191	226.0
KO3	4.91321094124	214.0
WT6	5.74235513734	220.0
OE4	5.6993350933	218.0
KO9	5.98280946016	234.0
WT3	5.85934888306	229.0
KO1	5.68129683638	229.0
KO4	5.95386266171	253.0
WT5	5.54048765428	211.0
KO8	5.80532095944	215.0
OE6	5.64121775267	206.0
OE5	5.7689516242	213.0
WT7	6.05102260281	242.0
OE7	5.68623699153	214.0
WT9	5.5569647569	219.0
OE1	5.7275575166	200.0
OE8	5.8676495118	206.0
OE9	5.80129189046	223.0
OE3	5.42805580588	192.0
