	shannon	observed_otus
KO6	6.27977869146	262.0
WT8	5.10439419895	222.0
KO2	6.11077247652	276.0
KO5	6.12910329061	274.0
OE2	5.76565275876	246.0
WT1	5.49384689236	256.0
WT2	5.8667710589	274.0
WT4	5.92883795225	265.0
KO7	5.91437822447	258.0
KO3	4.77998813835	209.0
WT6	5.85550768946	256.0
OE4	5.75234049561	246.0
KO9	5.92629977343	251.0
WT3	6.03290829358	261.0
KO1	5.77967387688	248.0
KO4	5.95489585423	258.0
WT5	5.69991044836	238.0
KO8	5.90838836307	244.0
OE6	5.69553431061	227.0
OE5	5.86487840908	245.0
WT7	6.15494963039	273.0
OE7	5.61249254994	216.0
WT9	5.47593708829	241.0
OE1	5.86824809783	240.0
OE8	5.86782382506	232.0
OE9	5.79234213996	228.0
OE3	5.51152820235	220.0
