	shannon	observed_otus
KO6	6.22843738474	278.0
WT8	5.13024442174	230.0
KO2	6.14883953869	281.0
KO5	6.0528128359	266.0
OE2	5.69217287798	254.0
WT1	5.34726752568	260.0
WT2	6.00324922439	293.0
WT4	5.95042525017	284.0
KO7	6.01975137093	272.0
KO3	4.83576333724	227.0
WT6	5.77530797998	270.0
KO9	5.9712458146	261.0
WT3	6.01961717535	273.0
KO1	5.82895904872	265.0
KO4	5.94268676775	263.0
WT5	5.5746575205	256.0
KO8	5.848487671	245.0
OE6	5.69318313305	241.0
OE5	5.805262567	241.0
WT7	6.08248630215	258.0
OE7	5.62913555645	237.0
WT9	5.51049637037	256.0
OE1	5.82318103094	248.0
OE8	5.91828175134	246.0
OE9	5.83390244485	240.0
