	shannon	observed_otus
KO6	6.04253566694	179.0
WT8	4.93440717151	142.0
KO2	5.80372852094	169.0
KO5	5.84498159338	170.0
OE2	5.49629379408	159.0
WT1	5.3129086758	176.0
WT2	5.75956013114	186.0
WT4	5.81798044568	184.0
KO7	5.77471701648	169.0
KO3	4.67382189948	138.0
WT6	5.6041890476	167.0
OE4	5.66105596031	170.0
KO9	5.80992350032	168.0
WT3	5.82905325447	178.0
KO1	5.80350529292	183.0
KO4	5.81047918567	182.0
WT5	5.5166117308	171.0
KO8	5.77332680972	179.0
OE6	5.5774905412	161.0
OE5	5.69466753041	164.0
WT7	5.95838179711	170.0
OE7	5.37799068151	142.0
WT9	5.31587230532	154.0
OE1	5.71617619391	156.0
OE8	5.80574635158	167.0
OE9	5.75852882898	158.0
OE3	5.47957209219	159.0
