	shannon	observed_otus
KO6	6.319537497	302.0
WT8	5.15803939754	241.0
KO2	6.22737455762	305.0
KO5	6.08018397174	280.0
OE2	5.73136837896	265.0
WT1	5.52127481688	286.0
WT2	5.94353791508	291.0
WT4	6.03966801561	315.0
KO7	5.91488819302	272.0
KO3	4.99284182085	269.0
WT6	5.71501928526	266.0
KO9	6.01270387199	282.0
WT3	6.01419387971	291.0
KO1	5.77478538022	265.0
KO4	5.95640375878	292.0
WT5	5.66101923103	256.0
KO8	5.90032932201	270.0
OE6	5.72565451141	252.0
OE5	5.82991583069	253.0
WT7	6.03882044751	282.0
OE7	5.66568431501	246.0
WT9	5.51212892769	261.0
OE1	5.8832131258	255.0
OE8	5.91666362653	253.0
OE9	5.84644358117	255.0
