	shannon	observed_otus
KO6	5.42372350509	55.0
WT8	3.76720001717	29.0
KO2	5.17286184182	53.0
KO5	5.0048339974	47.0
OE2	5.00099093174	46.0
WT1	4.50940070152	45.0
WT2	4.70609261839	44.0
WT4	5.10366499643	49.0
KO7	4.68852201402	41.0
KO3	3.79523250541	33.0
WT6	4.56035002921	39.0
OE4	5.07572875064	48.0
KO9	4.94662844565	45.0
WT3	5.13724403632	49.0
KO1	5.00318602704	47.0
KO4	4.81418956356	44.0
WT5	4.67343698146	42.0
KO8	5.09856293964	51.0
OE6	4.77891944631	41.0
OE5	5.00985528561	48.0
WT7	4.78756859169	43.0
OE7	4.74035183804	44.0
WT9	4.74688463576	44.0
OE1	4.97101406462	47.0
OE8	4.94556069018	49.0
OE9	4.86337581684	43.0
OE3	4.18746697604	32.0
