	shannon	observed_otus
KO6	5.44527641664	75.0
WT8	4.5746175704	59.0
KO2	5.53270806812	85.0
KO5	5.49159972871	77.0
OE2	5.4005006344	75.0
WT1	5.13456202428	72.0
WT2	5.21723276212	81.0
WT4	5.3400236029	75.0
KO7	5.11219365206	68.0
KO3	4.09913527697	51.0
WT6	5.21855622355	74.0
OE4	5.37250060121	71.0
KO9	5.45500105312	82.0
WT3	5.38111601656	74.0
KO1	4.88685529863	62.0
KO4	5.37162980844	71.0
WT5	5.03222910686	66.0
KO8	5.23686675596	68.0
OE6	5.10395680346	67.0
OE5	5.19464987978	71.0
WT7	5.16583975722	66.0
OE7	5.1788596184	70.0
WT9	5.2245636326	76.0
OE1	5.31598637355	69.0
OE8	5.21944562321	70.0
OE9	5.12521259689	66.0
OE3	4.77382038681	60.0
