	shannon	observed_otus
KO6	6.01254056822	164.0
WT8	4.90964642651	115.0
KO2	5.93142229994	164.0
KO5	5.85082171658	148.0
OE2	5.45478644778	133.0
WT1	5.17251730997	139.0
WT2	5.73787174457	157.0
WT4	5.78364390547	167.0
KO7	5.60791817916	141.0
KO3	4.66383754598	117.0
WT6	5.5880778985	146.0
OE4	5.43165960864	136.0
KO9	5.68295707773	140.0
WT3	5.67433733828	145.0
KO1	5.75071502568	153.0
KO4	5.51531457082	130.0
WT5	5.42382856512	136.0
KO8	5.62921200977	146.0
OE6	5.48059768237	136.0
OE5	5.58289767402	138.0
WT7	5.7098414419	150.0
OE7	5.44460586865	125.0
WT9	5.22864839887	126.0
OE1	5.64273313273	134.0
OE8	5.57538356987	122.0
OE9	5.54021777222	136.0
OE3	5.3596225433	133.0
