	shannon	observed_otus
KO6	6.13991949896	163.0
WT8	4.84174871683	118.0
KO2	5.75727334152	144.0
KO5	5.93219830633	154.0
OE2	5.52641324081	126.0
WT1	4.90084853281	114.0
WT2	5.74846631626	157.0
WT4	5.68338008922	133.0
KO7	5.68498181872	134.0
KO3	4.50844987849	98.0
WT6	5.35049566406	125.0
OE4	5.55633996725	131.0
KO9	5.7719430073	141.0
WT3	5.74511008796	137.0
KO1	5.52305423516	122.0
KO4	5.57104632879	129.0
WT5	5.30345403247	130.0
KO8	5.64662084672	137.0
OE6	5.46013724128	122.0
OE5	5.75187347081	140.0
WT7	5.84073001732	137.0
OE7	5.43462203882	122.0
WT9	5.23371840022	123.0
OE1	5.73482503405	131.0
OE8	5.80143064407	135.0
OE9	5.70389176528	138.0
OE3	5.29475453567	119.0
