	shannon	observed_otus
KO6	6.33412547971	268.0
WT8	5.05202877819	212.0
KO2	6.08925779165	269.0
KO5	6.08842697703	274.0
OE2	5.66525929224	233.0
WT1	5.41135217586	231.0
WT2	5.93078623852	272.0
WT4	5.98898652335	280.0
KO7	5.91185521533	247.0
KO3	4.81893399907	201.0
WT6	5.67854904558	235.0
OE4	5.74719486145	240.0
KO9	6.07208560374	254.0
WT3	5.97666516846	264.0
KO1	5.79300642826	245.0
KO4	5.93131057809	256.0
WT5	5.68041200655	237.0
KO8	5.87500532376	236.0
OE6	5.73416221873	223.0
OE5	5.77529825994	228.0
WT7	6.08168221908	252.0
OE7	5.7583128914	235.0
WT9	5.43632181279	237.0
OE1	5.80403198105	223.0
OE8	5.9284942293	235.0
OE9	5.77784980747	217.0
OE3	5.49327916514	213.0
