	shannon	observed_otus
KO6	6.06903083949	164.0
WT8	5.05734115732	127.0
KO2	5.86707789797	165.0
KO5	5.95648428892	159.0
OE2	5.41127146162	136.0
WT1	5.08223044155	139.0
WT2	5.73627236048	183.0
WT4	5.87517810502	172.0
KO7	5.86310960685	155.0
KO3	4.61393193839	124.0
WT6	5.62633234731	152.0
OE4	5.68723747174	147.0
KO9	5.87062000859	165.0
WT3	5.88714663727	171.0
KO1	5.48775013741	151.0
KO4	5.5848274753	151.0
WT5	5.47952921951	147.0
KO8	5.7055850785	149.0
OE6	5.61351627362	151.0
OE5	5.58255742559	149.0
WT7	5.78775239505	156.0
OE7	5.47925175426	144.0
WT9	5.32730463244	147.0
OE1	5.61960794743	137.0
OE8	5.77067046402	150.0
OE9	5.49227312403	131.0
OE3	5.40353212598	145.0
