	shannon	observed_otus
KO6	6.23424669765	273.0
WT8	5.03662819548	213.0
KO2	6.06156416099	280.0
KO5	6.07087282605	264.0
OE2	5.70036445898	237.0
WT1	5.33331747168	244.0
WT2	5.86550901799	271.0
WT4	5.97304085441	277.0
KO7	5.96647262781	266.0
KO3	4.88754163131	221.0
WT6	5.74517928153	240.0
OE4	5.73494639146	245.0
KO9	6.01728690078	249.0
WT3	6.04806366651	269.0
KO1	5.85050999759	252.0
KO4	5.85181843526	252.0
WT5	5.58727861517	237.0
KO8	5.98057313658	252.0
OE6	5.70960247019	228.0
OE5	5.86678563763	242.0
WT7	6.08060588853	278.0
OE7	5.65868921833	216.0
WT9	5.47306773306	239.0
OE1	5.81041192924	224.0
OE8	5.89660022416	237.0
OE9	5.87969295696	236.0
OE3	5.49780633265	220.0
