	shannon	observed_otus
KO6	6.15421289536	226.0
WT8	5.00730784619	189.0
KO2	6.12037379023	237.0
KO5	6.05188208127	247.0
OE2	5.62877179877	216.0
WT1	5.27402563004	220.0
WT2	5.93776317646	241.0
WT4	5.87843381439	247.0
KO7	5.8446066862	222.0
KO3	4.79303378262	189.0
WT6	5.65186628399	212.0
OE4	5.74596034561	220.0
KO9	5.94242345123	226.0
WT3	5.97111007923	241.0
KO1	5.81354611983	230.0
KO4	5.84369459646	211.0
WT5	5.49329387802	209.0
KO8	5.95648461321	227.0
OE6	5.56706928126	187.0
OE5	5.88025661957	217.0
WT7	6.14719442731	242.0
OE7	5.59557981926	199.0
WT9	5.55729637047	213.0
OE1	5.77600447494	200.0
OE8	5.93740272757	212.0
OE9	5.84913033977	208.0
OE3	5.5319836443	195.0
