	shannon	observed_otus
KO6	6.24086201337	296.0
WT8	5.05738360015	250.0
KO2	6.09378896341	278.0
KO5	6.10639074619	294.0
OE2	5.72591873549	270.0
WT1	5.39781216308	278.0
WT2	5.88559982652	290.0
WT4	6.00668592323	323.0
KO7	6.01127627893	286.0
KO3	4.88022751611	249.0
WT6	5.80973602145	275.0
KO9	6.02688062415	289.0
WT3	5.97486402517	277.0
KO1	5.80760057605	278.0
KO4	5.9213482555	279.0
WT5	5.64417643011	260.0
KO8	5.89568276212	269.0
OE6	5.71286346458	250.0
OE5	5.85620447844	257.0
WT7	6.09841265352	286.0
OE7	5.68655109603	247.0
WT9	5.49342814936	272.0
OE1	5.86872921943	265.0
OE8	5.93562178375	260.0
OE9	5.85079226959	259.0
