	shannon	observed_otus
KO6	6.2831518719	233.0
WT8	5.08019045094	192.0
KO2	6.01958236525	220.0
KO5	6.12954854437	235.0
OE2	5.6892863021	212.0
WT1	5.30285922795	204.0
WT2	5.80752006717	236.0
WT4	5.89460975794	235.0
KO7	5.90822522126	229.0
KO3	4.8399015601	187.0
WT6	5.73497032716	202.0
OE4	5.70165867585	210.0
KO9	5.97199679521	222.0
WT3	5.9717395771	227.0
KO1	5.86327422749	227.0
KO4	5.82306837575	211.0
WT5	5.51649136686	194.0
KO8	5.81468905694	214.0
OE6	5.6606102624	188.0
OE5	5.72698866441	211.0
WT7	6.05086972508	218.0
OE7	5.68940624584	207.0
WT9	5.51667404127	211.0
OE1	5.85664698962	201.0
OE8	5.89206618839	211.0
OE9	5.81659223756	199.0
OE3	5.49730543142	192.0
