	shannon	observed_otus
KO6	6.19296393413	248.0
WT8	5.11076718121	209.0
KO2	6.10328578945	250.0
KO5	6.04194648963	267.0
OE2	5.66185849235	239.0
WT1	5.30857790708	226.0
WT2	5.95098892803	261.0
WT4	5.88896129167	260.0
KO7	5.87631939944	234.0
KO3	4.80655357594	202.0
WT6	5.68646451985	224.0
OE4	5.71468939287	227.0
KO9	6.02574866084	235.0
WT3	6.02010441881	258.0
KO1	5.75615636476	242.0
KO4	5.83245867619	239.0
WT5	5.61621128001	221.0
KO8	5.84306605088	214.0
OE6	5.68059165252	213.0
OE5	5.73697353795	216.0
WT7	6.05375414666	245.0
OE7	5.67415004069	221.0
WT9	5.56524505199	234.0
OE1	5.79234836101	211.0
OE8	5.93611292629	231.0
OE9	5.88811001287	221.0
OE3	5.49235254734	202.0
