	shannon	observed_otus
KO6	6.26995892072	269.0
WT8	5.00896775797	209.0
KO2	6.1465778314	279.0
KO5	6.07780458816	266.0
OE2	5.71675549091	243.0
WT1	5.33900071247	244.0
WT2	6.02503066868	284.0
WT4	6.01305915311	283.0
KO7	5.95872573288	258.0
KO3	4.74725888783	218.0
WT6	5.7872038704	263.0
KO9	6.03341692944	260.0
WT3	6.02957694154	284.0
KO1	5.80319117661	254.0
KO4	5.94189408515	255.0
WT5	5.54083390142	232.0
KO8	5.97015493776	262.0
OE6	5.69349400453	227.0
OE5	5.84562274722	247.0
WT7	6.13896795491	278.0
OE7	5.66149455171	235.0
WT9	5.5582269603	238.0
OE1	5.78954039555	232.0
OE8	5.92572150785	238.0
OE9	5.83411079602	236.0
