	shannon	observed_otus
KO6	5.15926878535	50.0
WT8	4.58305391743	44.0
KO2	5.01276022617	46.0
KO5	4.80879812225	44.0
OE2	5.0505320409	47.0
WT1	4.44574364949	44.0
WT2	4.60619578434	46.0
WT4	5.13942890966	51.0
KO7	4.83357074186	41.0
KO3	3.93521566963	35.0
WT6	4.5548228293	40.0
OE4	4.73563715202	41.0
KO9	4.81180430832	44.0
WT3	5.08846563074	49.0
KO1	4.76028108649	40.0
KO4	5.33940147004	56.0
WT5	4.64717941209	40.0
KO8	5.40557433662	60.0
OE6	4.98788541584	50.0
OE5	4.90947487754	45.0
WT7	5.09208166205	51.0
OE7	4.5955375573	39.0
WT9	4.59326968952	42.0
OE1	4.94888407054	45.0
OE8	5.05396174203	48.0
OE9	4.98176893254	49.0
OE3	4.86773893796	45.0
