	shannon	observed_otus
KO6	6.33365184209	258.0
WT8	5.07786880829	216.0
KO2	6.16244998892	261.0
KO5	6.07065227185	261.0
OE2	5.70249765846	225.0
WT1	5.34437643025	236.0
WT2	5.87670606327	256.0
WT4	6.02139063818	270.0
KO7	5.97698704649	245.0
KO3	4.90480878346	217.0
WT6	5.75531130041	237.0
OE4	5.73144078647	232.0
KO9	6.03513327654	243.0
WT3	5.93141434575	245.0
KO1	5.80779532423	240.0
KO4	5.93802151991	248.0
WT5	5.61208350896	217.0
KO8	5.85137309827	242.0
OE6	5.70770956848	219.0
OE5	5.79797447663	221.0
WT7	6.03335856691	251.0
OE7	5.63689197235	217.0
WT9	5.4866066313	231.0
OE1	5.79706501504	219.0
OE8	5.84673079521	220.0
OE9	5.8025682678	233.0
OE3	5.50306437436	215.0
