	shannon	observed_otus
KO6	6.12892581418	211.0
WT8	4.91104860568	166.0
KO2	5.99882481699	222.0
KO5	5.97273920682	221.0
OE2	5.56163464473	199.0
WT1	5.1772802188	186.0
WT2	5.9734334961	229.0
WT4	5.82073347943	217.0
KO7	5.87236698592	215.0
KO3	4.701003456	173.0
WT6	5.67619198897	207.0
OE4	5.63731250444	197.0
KO9	5.90822573778	206.0
WT3	5.85825175976	212.0
KO1	5.78635358825	211.0
KO4	5.92805073697	217.0
WT5	5.56882118029	197.0
KO8	5.81759814349	200.0
OE6	5.60196802172	183.0
OE5	5.79184443015	193.0
WT7	5.98937742918	217.0
OE7	5.59949850289	191.0
WT9	5.61777524064	217.0
OE1	5.78169192907	192.0
OE8	5.91932699464	199.0
OE9	5.69931219539	188.0
OE3	5.4470583715	183.0
