	shannon	observed_otus
KO6	6.15318651657	209.0
WT8	5.07110682046	184.0
KO2	6.05364599627	223.0
KO5	6.03490797264	221.0
OE2	5.68555612251	200.0
WT1	5.24272879021	193.0
WT2	5.72031029398	226.0
WT4	5.82641506565	216.0
KO7	5.85580447648	211.0
KO3	4.74427463791	173.0
WT6	5.83299579582	220.0
OE4	5.68985333414	208.0
KO9	6.04029733596	214.0
WT3	5.79657559186	207.0
KO1	5.74978157772	208.0
KO4	5.9058728888	214.0
WT5	5.49559479533	193.0
KO8	5.79675677503	210.0
OE6	5.69628563704	187.0
OE5	5.69923145754	188.0
WT7	6.04650124913	217.0
OE7	5.60166234953	191.0
WT9	5.4432798234	195.0
OE1	5.81567105249	191.0
OE8	5.94053383054	204.0
OE9	5.76133765646	195.0
OE3	5.5386346203	195.0
