	shannon	observed_otus
KO6	6.22719892592	231.0
WT8	5.12473765125	196.0
KO2	6.06253443713	240.0
KO5	6.03003572907	236.0
OE2	5.58930132663	208.0
WT1	5.40703162081	228.0
WT2	6.00114575794	246.0
WT4	5.96408818071	253.0
KO7	5.90667258397	226.0
KO3	4.81184100903	181.0
WT6	5.8140857613	231.0
OE4	5.70443538848	215.0
KO9	5.99914656472	229.0
WT3	5.94842682489	234.0
KO1	5.79489042531	220.0
KO4	5.83155050763	227.0
WT5	5.52676080655	199.0
KO8	5.79517546647	208.0
OE6	5.71097492313	207.0
OE5	5.70782502047	205.0
WT7	6.02568354512	237.0
OE7	5.55760928934	189.0
WT9	5.43506618891	199.0
OE1	5.8196643824	210.0
OE8	5.8753032453	218.0
OE9	5.76905131436	196.0
OE3	5.51245671129	198.0
