	shannon	observed_otus
KO6	6.31772803987	303.0
WT8	5.13292592169	250.0
KO2	6.21582815508	314.0
KO5	6.17115270431	289.0
OE2	5.74755005271	273.0
WT1	5.47443844306	285.0
WT2	6.00860785655	315.0
WT4	6.06916041838	316.0
KO7	5.9254603278	277.0
KO3	4.84851921917	239.0
WT6	5.78345565683	286.0
KO9	5.97671858642	276.0
WT3	5.95760570931	273.0
KO1	5.79388074342	270.0
KO4	5.93023280023	286.0
WT5	5.62475924787	267.0
KO8	5.87499520295	269.0
OE6	5.73575955128	252.0
OE5	5.85597686285	260.0
WT7	6.15165277288	305.0
OE7	5.61014760974	239.0
WT9	5.56452410469	282.0
OE1	5.83978620777	253.0
OE8	5.91181319045	256.0
OE9	5.79583916261	247.0
