	shannon	observed_otus
KO6	6.24344860858	257.0
WT8	5.03219434712	205.0
KO2	6.10794967848	247.0
KO5	6.05831656269	245.0
OE2	5.64660671978	220.0
WT1	5.37006932166	232.0
WT2	5.89114087328	243.0
WT4	5.96438548384	246.0
KO7	5.83315402447	229.0
KO3	4.74754725534	190.0
WT6	5.63704213499	221.0
OE4	5.71799026863	227.0
KO9	5.98546437023	233.0
WT3	5.91884607094	236.0
KO1	5.69470867886	232.0
KO4	5.88391928265	236.0
WT5	5.52133613823	222.0
KO8	5.89851812764	231.0
OE6	5.62661060987	202.0
OE5	5.76204498496	220.0
WT7	6.07094071086	254.0
OE7	5.66549791474	196.0
WT9	5.47241234503	218.0
OE1	5.8138552596	218.0
OE8	5.89384601493	222.0
OE9	5.7244972154	208.0
OE3	5.5040532925	203.0
