	shannon	observed_otus
KO6	6.05156605519	113.0
WT8	4.64654726614	72.0
KO2	5.46485381557	94.0
KO5	5.75761614423	104.0
OE2	5.16497313809	80.0
WT1	4.84241087527	85.0
WT2	5.46450518112	100.0
WT4	5.67690232544	106.0
KO7	5.46490050103	91.0
KO3	4.72753140228	78.0
WT6	5.25634743559	80.0
OE4	5.13249995801	87.0
KO9	5.54146121672	94.0
WT3	5.49666853344	96.0
KO1	5.46432071924	95.0
KO4	5.28625242035	89.0
WT5	5.00000596263	81.0
KO8	5.36141882306	82.0
OE6	5.32245190436	83.0
OE5	5.44503365468	93.0
WT7	5.69749444061	97.0
OE7	5.11377885859	79.0
WT9	5.18160308485	85.0
OE1	5.38578480576	81.0
OE8	5.52907051762	93.0
OE9	5.27166734212	83.0
OE3	5.20356520058	86.0
