	shannon	observed_otus
KO6	6.23647408794	244.0
WT8	5.0354091284	207.0
KO2	6.11330144017	258.0
KO5	5.91143573699	230.0
OE2	5.70219351432	219.0
WT1	5.38533682032	238.0
WT2	5.89879832721	254.0
WT4	6.01176863883	265.0
KO7	6.01614454194	243.0
KO3	4.80243237046	202.0
WT6	5.7684339498	227.0
OE4	5.74731480359	223.0
KO9	6.02925610118	238.0
WT3	5.97998280012	251.0
KO1	5.79931609887	237.0
KO4	5.99628587824	250.0
WT5	5.59718203091	225.0
KO8	5.83208608003	230.0
OE6	5.67113785848	207.0
OE5	5.84063422886	215.0
WT7	6.0211966609	230.0
OE7	5.55535318886	203.0
WT9	5.466887486	220.0
OE1	5.77517793999	208.0
OE8	5.87654728029	221.0
OE9	5.81252392965	216.0
OE3	5.51947817023	204.0
