	shannon	observed_otus
KO6	5.71831922624	82.0
WT8	4.82661450261	64.0
KO2	5.46264364653	82.0
KO5	5.44888837336	73.0
OE2	5.10764605477	71.0
WT1	4.58420259661	58.0
WT2	5.25436777409	72.0
WT4	5.02408164498	67.0
KO7	5.13017673046	68.0
KO3	4.15111157852	55.0
WT6	5.05586597777	71.0
OE4	5.20624257369	69.0
KO9	5.42819771711	77.0
WT3	5.27880483378	72.0
KO1	5.39618917528	72.0
KO4	5.12545422838	65.0
WT5	4.67905353942	58.0
KO8	5.11441844884	67.0
OE6	5.19737566495	71.0
OE5	5.20032994667	73.0
WT7	5.47698377131	78.0
OE7	4.99996398988	61.0
WT9	4.56997944873	58.0
OE1	5.35612812899	76.0
OE8	5.44105374715	76.0
OE9	5.4202753762	76.0
OE3	5.06104924241	68.0
