	shannon	observed_otus
KO6	5.32555708986	71.0
WT8	4.89193607707	70.0
KO2	5.49143868862	83.0
KO5	5.43961336934	75.0
OE2	4.86905916041	58.0
WT1	4.61745573241	59.0
WT2	5.36391902048	81.0
WT4	5.32701674428	79.0
KO7	5.09227601139	65.0
KO3	4.38106292955	55.0
WT6	5.17080464471	64.0
OE4	5.3403998207	70.0
KO9	5.40772253311	75.0
WT3	5.20507731624	72.0
KO1	5.14498812389	72.0
KO4	5.23253293412	71.0
WT5	4.93819361074	66.0
KO8	5.32016323455	72.0
OE6	4.93684200294	59.0
OE5	5.26551345996	68.0
WT7	5.38307607408	79.0
OE7	4.9695891215	58.0
WT9	4.99492700445	65.0
OE1	5.50482339384	81.0
OE8	5.49586201249	77.0
OE9	5.1459559971	66.0
OE3	4.92519764663	67.0
