	shannon	observed_otus
KO6	6.25719986143	226.0
WT8	5.01295280727	171.0
KO2	6.12750589239	225.0
KO5	6.02632562403	215.0
OE2	5.6791393033	199.0
WT1	5.30562739121	205.0
WT2	5.96932636329	226.0
WT4	6.00563637179	234.0
KO7	5.84776706006	202.0
KO3	4.7842831233	168.0
WT6	5.70354617033	201.0
OE4	5.732397758	199.0
KO9	5.83061325533	193.0
WT3	5.94003947249	215.0
KO1	5.8852754569	203.0
KO4	5.83617660203	206.0
WT5	5.55057445703	207.0
KO8	5.84730000304	193.0
OE6	5.58953617728	166.0
OE5	5.7656520516	205.0
WT7	5.99330636591	204.0
OE7	5.52222574067	173.0
WT9	5.4524090167	201.0
OE1	5.83513984393	187.0
OE8	5.80422075389	193.0
OE9	5.76657921043	187.0
OE3	5.44070087418	178.0
