	shannon	observed_otus
KO6	6.41030058836	305.0
WT8	5.06147419429	233.0
KO2	6.19334016513	290.0
KO5	6.12285184563	290.0
OE2	5.7341069014	262.0
WT1	5.35701532619	268.0
WT2	5.89318474859	285.0
WT4	5.96686321073	299.0
KO7	5.9333863792	280.0
KO3	4.81195481132	231.0
WT6	5.77435923216	268.0
KO9	6.00791390727	282.0
WT3	5.99566193949	298.0
KO1	5.79281848287	261.0
KO4	6.01372426208	282.0
WT5	5.65251777045	263.0
KO8	5.92159710706	264.0
OE6	5.71186355576	247.0
OE5	5.80844564844	254.0
WT7	6.13544690032	287.0
OE7	5.71202236525	244.0
WT9	5.51994605088	253.0
OE1	5.85487147187	253.0
OE8	5.92309927496	257.0
OE9	5.79222146178	253.0
