	shannon	observed_otus
KO6	6.23338130732	216.0
WT8	5.08842486759	179.0
KO2	6.18755802461	230.0
KO5	6.09367542277	226.0
OE2	5.73695141	199.0
WT1	5.42071227579	195.0
WT2	5.76261968578	214.0
WT4	5.95086522684	222.0
KO7	5.73332688425	194.0
KO3	4.80130745571	175.0
WT6	5.7288341893	193.0
OE4	5.70850542231	195.0
KO9	6.00887783821	217.0
WT3	5.86911960288	208.0
KO1	5.66761169068	196.0
KO4	5.90357701749	217.0
WT5	5.57004379947	201.0
KO8	5.79300372878	199.0
OE6	5.60567399473	180.0
OE5	5.80511717642	200.0
WT7	5.9879377954	210.0
OE7	5.58741961897	181.0
WT9	5.43248156925	188.0
OE1	5.73277708697	184.0
OE8	5.93161703077	201.0
OE9	5.79257611209	196.0
OE3	5.50003259768	185.0
