	shannon	observed_otus
KO6	5.21269112541	53.0
WT8	4.34806974781	35.0
KO2	5.42801810052	57.0
KO5	5.24411615606	56.0
OE2	5.09276187696	49.0
WT1	4.01763141883	37.0
WT2	4.85282551989	48.0
WT4	5.10188797079	48.0
KO7	4.77991810102	42.0
KO3	4.29659109126	40.0
WT6	4.82492196662	45.0
OE4	4.70716074399	40.0
KO9	4.98749441566	49.0
WT3	4.75644861293	44.0
KO1	4.74640981268	43.0
KO4	4.64415724212	40.0
WT5	5.01891944631	50.0
KO8	4.91108300734	47.0
OE6	4.85598706613	45.0
OE5	4.51530160617	41.0
WT7	5.00721925265	45.0
OE7	4.65271368228	46.0
WT9	4.54752335932	40.0
OE1	4.97717328477	48.0
OE8	5.35766247612	52.0
OE9	4.93534834257	45.0
OE3	4.91391900518	48.0
