	shannon	observed_otus
KO6	6.21726463484	206.0
WT8	5.0135029739	169.0
KO2	6.10284770045	215.0
KO5	5.84945530465	185.0
OE2	5.72243925537	193.0
WT1	5.3217610378	184.0
WT2	5.70226724948	203.0
WT4	5.90967909118	220.0
KO7	5.83167886352	206.0
KO3	4.79094963106	178.0
WT6	5.68147140169	193.0
OE4	5.73957909057	199.0
KO9	5.88580695412	201.0
WT3	5.73936966098	188.0
KO1	5.54803926457	188.0
KO4	5.81027449217	187.0
WT5	5.6033844316	187.0
KO8	5.91306503605	205.0
OE6	5.66795282629	181.0
OE5	5.7022579671	191.0
WT7	6.01528091812	205.0
OE7	5.60242207886	180.0
WT9	5.45005645062	184.0
OE1	5.81038180384	184.0
OE8	5.76042204027	179.0
OE9	5.81318774351	192.0
OE3	5.50667754292	183.0
