	shannon	observed_otus
KO6	6.34085561084	284.0
WT8	4.99994054972	215.0
KO2	6.15780537303	290.0
KO5	6.1952483163	275.0
OE2	5.72004280605	254.0
WT1	5.38415265932	247.0
WT2	5.88729919262	285.0
WT4	5.91944508564	284.0
KO7	5.94717246952	260.0
KO3	4.85253301192	218.0
WT6	5.74771482802	259.0
KO9	6.02894865743	262.0
WT3	6.02886291825	273.0
KO1	5.7311466751	251.0
KO4	5.87659298832	253.0
WT5	5.59203102821	246.0
KO8	5.91773561053	243.0
OE6	5.67000700386	231.0
OE5	5.82313977497	249.0
WT7	6.09576887016	269.0
OE7	5.61204676358	230.0
WT9	5.56198630472	266.0
OE1	5.85181022743	246.0
OE8	5.92103991018	249.0
OE9	5.83880694886	246.0
