	shannon	observed_otus
KO6	6.23680593666	265.0
WT8	5.0904599267	232.0
KO2	6.1552811997	281.0
KO5	6.10134449968	266.0
OE2	5.74093882269	257.0
WT1	5.31087589436	250.0
WT2	6.00173531569	293.0
WT4	6.04334950495	299.0
KO7	5.91140056564	267.0
KO3	4.81797484395	229.0
WT6	5.82600920729	259.0
KO9	5.97970162551	258.0
WT3	5.99604699789	278.0
KO1	5.78221366231	264.0
KO4	5.94245880149	262.0
WT5	5.50662364159	227.0
KO8	5.94122414487	253.0
OE6	5.69442682911	242.0
OE5	5.80805911871	247.0
WT7	6.16994591269	271.0
OE7	5.65977490495	229.0
WT9	5.52601075408	258.0
OE1	5.86378540475	239.0
OE8	5.90059040301	242.0
OE9	5.80188726075	242.0
