	shannon	observed_otus
KO6	5.92961869221	164.0
WT8	4.89836934861	129.0
KO2	6.01917525911	177.0
KO5	5.89314837872	174.0
OE2	5.51199265933	154.0
WT1	5.2963245652	162.0
WT2	5.72013589303	181.0
WT4	5.78240087299	168.0
KO7	5.78609665173	159.0
KO3	4.63664399802	131.0
WT6	5.59657864616	167.0
OE4	5.5054089606	159.0
KO9	5.8089669751	169.0
WT3	5.76953531422	172.0
KO1	5.58351924337	159.0
KO4	5.73294793204	166.0
WT5	5.46565317381	159.0
KO8	5.77956821623	169.0
OE6	5.54073574915	143.0
OE5	5.51510447553	147.0
WT7	6.03194570123	173.0
OE7	5.45018034264	142.0
WT9	5.410255923	156.0
OE1	5.72975151737	148.0
OE8	5.76844909374	165.0
OE9	5.57238756038	148.0
OE3	5.45339737923	146.0
