	shannon	observed_otus
KO6	6.33141983806	258.0
WT8	5.03381030922	189.0
KO2	6.14458503954	256.0
KO5	6.18383718846	262.0
OE2	5.6363886954	222.0
WT1	5.32278828445	227.0
WT2	5.9268380344	251.0
WT4	5.99269019398	257.0
KO7	5.8857489663	225.0
KO3	4.84716851306	196.0
WT6	5.71890332918	224.0
OE4	5.72889175053	227.0
KO9	5.97693961361	248.0
WT3	5.9731865156	236.0
KO1	5.75215676	240.0
KO4	5.94088081783	237.0
WT5	5.65309080314	226.0
KO8	5.87388405931	229.0
OE6	5.63753155321	203.0
OE5	5.77280070503	221.0
WT7	6.15127555547	262.0
OE7	5.65013658406	204.0
WT9	5.48842104241	215.0
OE1	5.87084993589	220.0
OE8	5.90686888651	221.0
OE9	5.78035052089	217.0
OE3	5.48122615358	200.0
