	shannon	observed_otus
KO6	5.85295886817	116.0
WT8	4.76973072737	83.0
KO2	5.62660786823	107.0
KO5	5.83010662852	115.0
OE2	5.40511950577	105.0
WT1	4.94334742702	98.0
WT2	5.51496999799	118.0
WT4	5.52100742167	108.0
KO7	5.6194946935	109.0
KO3	4.46342567851	84.0
WT6	5.41427411217	105.0
OE4	5.56233065491	105.0
KO9	5.57410292459	108.0
WT3	5.62086920938	108.0
KO1	5.54939703124	109.0
KO4	5.74943298625	119.0
WT5	5.24960473701	108.0
KO8	5.54769360913	103.0
OE6	5.46880722654	106.0
OE5	5.38435631929	94.0
WT7	5.88344041089	125.0
OE7	5.27543112684	97.0
WT9	5.23964116248	103.0
OE1	5.56739173314	111.0
OE8	5.73979868116	113.0
OE9	5.57602559769	102.0
OE3	5.13307109198	98.0
