	shannon	observed_otus
KO6	6.19593837342	211.0
WT8	5.0358729717	163.0
KO2	6.08048393629	225.0
KO5	6.08822269464	230.0
OE2	5.60718374066	192.0
WT1	5.32932984977	192.0
WT2	5.75610375553	223.0
WT4	5.92652984749	216.0
KO7	5.74085206208	187.0
KO3	4.71641554314	171.0
WT6	5.63814725217	185.0
OE4	5.63326168293	191.0
KO9	6.0060043255	211.0
WT3	5.99193452925	211.0
KO1	5.81773784703	201.0
KO4	5.7963635766	201.0
WT5	5.39792337226	184.0
KO8	5.75694660473	193.0
OE6	5.64395941906	175.0
OE5	5.84524685114	201.0
WT7	6.05730189903	215.0
OE7	5.52352187165	177.0
WT9	5.25577936138	178.0
OE1	5.81766639401	192.0
OE8	5.93209254681	202.0
OE9	5.75968810246	183.0
OE3	5.45875178435	182.0
