	shannon	observed_otus
KO6	6.05957010326	167.0
WT8	5.06426092017	140.0
KO2	5.9644036286	176.0
KO5	5.74043720881	151.0
OE2	5.45810742728	136.0
WT1	5.22876438397	152.0
WT2	5.81774288062	174.0
WT4	5.7861713338	167.0
KO7	5.77866727112	161.0
KO3	4.62941599387	137.0
WT6	5.59705095386	159.0
OE4	5.52531143446	140.0
KO9	5.865859044	176.0
WT3	5.82191931311	167.0
KO1	5.60221780013	154.0
KO4	5.68087494923	151.0
WT5	5.36472668754	145.0
KO8	5.70049542602	161.0
OE6	5.60370024273	148.0
OE5	5.647982376	140.0
WT7	5.77033819555	149.0
OE7	5.5093004515	140.0
WT9	5.18561668121	131.0
OE1	5.83330782796	165.0
OE8	5.85230284511	152.0
OE9	5.64025323492	151.0
OE3	5.33411831435	137.0
