	shannon	observed_otus
KO6	6.31637965133	279.0
WT8	5.03730565989	236.0
KO2	6.12600896647	287.0
KO5	6.18131770812	302.0
OE2	5.71750423118	254.0
WT1	5.37459107362	261.0
WT2	5.94912073667	282.0
WT4	5.97681872973	302.0
KO7	5.98271278913	265.0
KO3	4.68359487005	214.0
WT6	5.8119736361	261.0
KO9	6.0639323296	270.0
WT3	5.94699577987	267.0
KO1	5.86749717135	259.0
KO4	5.9239464314	274.0
WT5	5.5996024578	259.0
KO8	5.84232480923	254.0
OE6	5.66797155428	230.0
OE5	5.81770073546	252.0
WT7	6.19874856891	298.0
OE7	5.6844501858	237.0
WT9	5.49331873839	254.0
OE1	5.8459737833	240.0
OE8	5.89729701635	241.0
OE9	5.76880793185	236.0
