	shannon	observed_otus
KO6	6.31304546704	297.0
WT8	5.17967190635	269.0
KO2	6.14268350759	302.0
KO5	6.13580840267	313.0
OE2	5.72516399823	275.0
WT1	5.3912274106	263.0
WT2	5.96857743493	297.0
WT4	5.97927141981	309.0
KO7	6.02632186364	283.0
KO3	4.78254003344	240.0
WT6	5.77177477204	271.0
KO9	6.02289627197	286.0
WT3	5.99902385884	289.0
KO1	5.88543490928	289.0
KO4	6.02716809386	296.0
WT5	5.56032022277	256.0
KO8	5.84519720285	264.0
OE6	5.73230820311	251.0
OE5	5.85521988035	264.0
WT7	6.06617416643	297.0
OE7	5.62766558196	245.0
WT9	5.57904044261	282.0
OE1	5.87006517408	256.0
OE8	5.91856567893	258.0
OE9	5.80549139198	247.0
