	shannon	observed_otus
KO6	6.27575428027	266.0
WT8	5.14984507326	209.0
KO2	6.15048510669	272.0
KO5	6.0214591653	254.0
OE2	5.71143853659	232.0
WT1	5.42381128545	226.0
WT2	5.89439856562	258.0
WT4	6.01975346027	270.0
KO7	5.91293049397	252.0
KO3	4.7702548567	199.0
WT6	5.73288503976	238.0
OE4	5.73101580195	238.0
KO9	6.04796166032	251.0
WT3	5.95399924571	250.0
KO1	5.83937651855	245.0
KO4	5.89360875411	250.0
WT5	5.47765646888	225.0
KO8	5.73996921327	228.0
OE6	5.73240222789	211.0
OE5	5.87655692573	242.0
WT7	6.13285361726	266.0
OE7	5.60644333996	217.0
WT9	5.47517941634	225.0
OE1	5.81250071413	222.0
OE8	5.87169921367	216.0
OE9	5.81120339115	220.0
OE3	5.50020371307	214.0
