	shannon	observed_otus
KO6	6.26921281512	251.0
WT8	4.97782053111	194.0
KO2	5.93614248772	236.0
KO5	6.11343499112	238.0
OE2	5.65804300756	218.0
WT1	5.3432277832	227.0
WT2	5.84296664301	239.0
WT4	5.92503449005	250.0
KO7	5.8445529171	223.0
KO3	4.80355986533	199.0
WT6	5.81584915343	230.0
OE4	5.69114452224	226.0
KO9	6.00900561104	238.0
WT3	5.94611599717	233.0
KO1	5.82182529504	242.0
KO4	5.85822956209	240.0
WT5	5.48299139524	204.0
KO8	5.88021598894	226.0
OE6	5.64315947612	210.0
OE5	5.76845205427	223.0
WT7	6.05989489705	232.0
OE7	5.68604046743	211.0
WT9	5.39630680573	208.0
OE1	5.76499295098	217.0
OE8	5.87979642624	215.0
OE9	5.74805576794	202.0
OE3	5.50871700653	207.0
