	shannon	observed_otus
KO6	5.85795741342	102.0
WT8	4.78764868729	78.0
KO2	5.57523931707	98.0
KO5	5.50587170447	94.0
OE2	5.43058449929	93.0
WT1	4.79771001839	81.0
WT2	5.28091681389	89.0
WT4	5.72288819972	108.0
KO7	5.47972204261	86.0
KO3	4.4464272119	76.0
WT6	5.5265288214	96.0
OE4	5.5226331416	100.0
KO9	5.58595431243	96.0
WT3	5.37783609011	89.0
KO1	5.33055112087	88.0
KO4	5.34464395184	87.0
WT5	5.14830092063	91.0
KO8	5.63961082711	100.0
OE6	5.1839910704	84.0
OE5	5.48283848159	92.0
WT7	5.84823756957	106.0
OE7	5.45468351369	92.0
WT9	5.34045021396	95.0
OE1	5.64441266337	93.0
OE8	5.43830636322	93.0
OE9	5.59375544452	97.0
OE3	5.19435334665	83.0
