	shannon	observed_otus
KO6	5.57292200127	79.0
WT8	4.50230230765	57.0
KO2	5.23082860501	71.0
KO5	5.42455149444	76.0
OE2	5.14405705728	67.0
WT1	4.58227103481	63.0
WT2	5.13927318286	77.0
WT4	5.19764074114	77.0
KO7	5.31656578338	72.0
KO3	4.06136255612	54.0
WT6	5.15221763714	70.0
OE4	5.0916864388	64.0
KO9	5.32138864344	75.0
WT3	5.31291176867	75.0
KO1	4.95118195385	66.0
KO4	5.34877106492	71.0
WT5	5.11668360124	70.0
KO8	5.30887088858	74.0
OE6	5.23519837771	73.0
OE5	5.68863608306	80.0
WT7	5.42209516966	74.0
OE7	5.1694032698	72.0
WT9	4.73048983071	67.0
OE1	5.27291764893	65.0
OE8	5.44020460815	78.0
OE9	5.15548503724	68.0
OE3	4.79814907137	60.0
