	shannon	observed_otus
KO6	6.16224272753	205.0
WT8	5.05034969767	163.0
KO2	5.96296119158	188.0
KO5	6.08954684305	204.0
OE2	5.67739551542	176.0
WT1	5.13865530758	172.0
WT2	5.72040064176	180.0
WT4	5.8260113439	197.0
KO7	5.87105330553	197.0
KO3	4.70046394552	152.0
WT6	5.58316861795	172.0
OE4	5.64647386589	180.0
KO9	5.85630926093	176.0
WT3	5.86728109029	194.0
KO1	5.64184955842	182.0
KO4	5.8536244529	192.0
WT5	5.49929676555	172.0
KO8	5.63780684828	159.0
OE6	5.62042168729	162.0
OE5	5.76796040023	170.0
WT7	5.96616376428	177.0
OE7	5.59205879083	169.0
WT9	5.41828736775	172.0
OE1	5.8604872359	175.0
OE8	5.903217402	179.0
OE9	5.65448298589	168.0
OE3	5.54214543612	170.0
