	shannon	observed_otus
KO6	6.31891348855	249.0
WT8	5.03449157587	201.0
KO2	6.18134334219	252.0
KO5	6.07810298415	247.0
OE2	5.73411087657	228.0
WT1	5.3421628184	219.0
WT2	5.93040752703	259.0
WT4	5.94005716115	245.0
KO7	5.88449456813	233.0
KO3	4.81216270995	200.0
WT6	5.77384798989	233.0
OE4	5.69445766996	230.0
KO9	6.04185602839	240.0
WT3	5.92109574956	229.0
KO1	5.87539292183	233.0
KO4	5.93779602951	225.0
WT5	5.58023170002	213.0
KO8	5.76520961854	217.0
OE6	5.73566815743	211.0
OE5	5.78411184214	214.0
WT7	6.13491476145	254.0
OE7	5.64573961059	208.0
WT9	5.42412691896	223.0
OE1	5.83947918879	214.0
OE8	5.90954539977	220.0
OE9	5.76476698253	203.0
OE3	5.48958791981	202.0
