	shannon	observed_otus
KO6	5.50820731525	62.0
WT8	4.39607979949	38.0
KO2	5.18028108649	52.0
KO5	4.92856724639	47.0
OE2	5.15659472066	53.0
WT1	4.52926249999	45.0
WT2	5.03814368975	55.0
WT4	5.00498047528	48.0
KO7	5.10291406512	46.0
KO3	3.83907957062	30.0
WT6	5.03983215273	49.0
OE4	4.67824269102	39.0
KO9	5.10856724639	49.0
WT3	5.06256472608	50.0
KO1	5.0290869317	49.0
KO4	5.04723610017	49.0
WT5	4.92007822533	45.0
KO8	4.92472215979	47.0
OE6	4.7135296558	40.0
OE5	4.8676978519	46.0
WT7	5.58372350509	60.0
OE7	5.19537883653	52.0
WT9	4.97627282125	50.0
OE1	5.30901840601	52.0
OE8	4.97278766579	46.0
OE9	4.79517762616	42.0
OE3	4.9925293503	48.0
