	shannon	observed_otus
KO6	6.05542984786	170.0
WT8	4.79214052081	120.0
KO2	6.05991627495	166.0
KO5	5.89597581913	160.0
OE2	5.46914430529	132.0
WT1	5.17868883602	139.0
WT2	5.44545032146	138.0
WT4	5.81865950177	175.0
KO7	5.92552648082	150.0
KO3	4.62023021187	117.0
WT6	5.43036047847	140.0
OE4	5.53221635393	138.0
KO9	5.75593974575	141.0
WT3	5.64970566567	143.0
KO1	5.71299828164	148.0
KO4	5.65399348795	145.0
WT5	5.37680821585	138.0
KO8	5.6911988992	145.0
OE6	5.47483614756	130.0
OE5	5.7310207964	145.0
WT7	5.84474751719	148.0
OE7	5.40602136502	128.0
WT9	5.41415857298	139.0
OE1	5.59993998948	132.0
OE8	5.70041283101	134.0
OE9	5.6442629376	136.0
OE3	5.45803106004	124.0
