	shannon	observed_otus
KO6	6.20842271728	237.0
WT8	4.9828625912	193.0
KO2	6.03037298144	234.0
KO5	6.08648763781	233.0
OE2	5.63091885277	202.0
WT1	5.22878755029	214.0
WT2	6.02958990541	256.0
WT4	5.92340709446	240.0
KO7	5.97659597599	228.0
KO3	4.77038089171	192.0
WT6	5.73082520421	216.0
OE4	5.72320598135	215.0
KO9	6.00853684123	235.0
WT3	5.89923350957	231.0
KO1	5.85288257771	224.0
KO4	5.86776290265	235.0
WT5	5.54064451122	211.0
KO8	5.71484872035	196.0
OE6	5.70498030222	204.0
OE5	5.73905936106	201.0
WT7	6.14162963362	247.0
OE7	5.63563486911	200.0
WT9	5.49128614073	220.0
OE1	5.79046545049	201.0
OE8	5.87060087166	212.0
OE9	5.77886047345	199.0
OE3	5.46339295927	190.0
