	shannon	observed_otus
KO6	6.13476883648	172.0
WT8	4.82531241125	121.0
KO2	5.9775950728	171.0
KO5	5.9253558391	172.0
OE2	5.50127907383	154.0
WT1	5.08970480621	141.0
WT2	5.82880609476	175.0
WT4	5.77589033167	169.0
KO7	5.71341986895	153.0
KO3	4.74774194847	144.0
WT6	5.55744788283	161.0
OE4	5.57749988644	149.0
KO9	5.84382649686	160.0
WT3	5.84005267132	164.0
KO1	5.54826173208	147.0
KO4	5.66911839263	150.0
WT5	5.48059576813	151.0
KO8	5.65572414698	152.0
OE6	5.64241684912	144.0
OE5	5.63584150033	151.0
WT7	5.87701021075	162.0
OE7	5.45184632173	143.0
WT9	5.4104445435	145.0
OE1	5.68835906679	148.0
OE8	5.71550766969	156.0
OE9	5.7206187068	144.0
OE3	5.36657861151	139.0
