	shannon	observed_otus
KO6	6.27689432749	279.0
WT8	5.19078137153	232.0
KO2	6.12911652039	283.0
KO5	6.05234808667	291.0
OE2	5.73469430781	263.0
WT1	5.36414398366	257.0
WT2	5.884186794	280.0
WT4	6.01672982835	296.0
KO7	5.95778623825	276.0
KO3	4.84857745854	244.0
WT6	5.80233621791	278.0
KO9	5.9596646603	262.0
WT3	5.98893109659	296.0
KO1	5.72648493705	255.0
KO4	6.00807873348	279.0
WT5	5.5716540749	245.0
KO8	5.90122922036	288.0
OE6	5.71386437913	237.0
OE5	5.84170332253	257.0
WT7	6.09849277869	274.0
OE7	5.69414654967	254.0
WT9	5.48136976341	266.0
OE1	5.88435881011	254.0
OE8	5.90472639176	246.0
OE9	5.89231491905	254.0
