	shannon	observed_otus
KO6	5.89380503639	127.0
WT8	4.93523495868	105.0
KO2	5.84575330184	135.0
KO5	5.68384579674	128.0
OE2	5.41941919773	110.0
WT1	5.11951772826	114.0
WT2	5.61751717318	137.0
WT4	5.41984682215	119.0
KO7	5.81835429676	135.0
KO3	4.9242898253	112.0
WT6	5.36908762876	113.0
OE4	5.44042050638	111.0
KO9	5.73999284485	122.0
WT3	5.5072233327	123.0
KO1	5.48043018329	116.0
KO4	5.53020052784	114.0
WT5	5.16493202227	105.0
KO8	5.47514617592	114.0
OE6	5.41616928686	110.0
OE5	5.47149432409	113.0
WT7	5.96779428473	130.0
OE7	5.47158211572	108.0
WT9	4.99743019318	104.0
OE1	5.47601996902	108.0
OE8	5.64524614977	119.0
OE9	5.6927263181	120.0
OE3	5.1899658929	108.0
