	shannon	observed_otus
KO6	6.0062081367	149.0
WT8	4.81065534193	110.0
KO2	5.79854611608	139.0
KO5	5.73322046238	136.0
OE2	5.51927026386	129.0
WT1	4.96563705329	113.0
WT2	5.67607334184	148.0
WT4	5.62982253833	129.0
KO7	5.73800395472	139.0
KO3	4.66468384777	118.0
WT6	5.63110462266	134.0
OE4	5.57979420894	128.0
KO9	5.81972646246	143.0
WT3	5.75580834916	142.0
KO1	5.6326936099	142.0
KO4	5.68298555866	136.0
WT5	5.42740134868	130.0
KO8	5.71961843	138.0
OE6	5.36203020442	123.0
OE5	5.61383404467	129.0
WT7	5.84925058322	137.0
OE7	5.39623316554	121.0
WT9	5.33477105619	126.0
OE1	5.65580386137	124.0
OE8	5.76135606804	129.0
OE9	5.63412867526	132.0
OE3	5.53973488496	129.0
