	shannon	observed_otus
KO6	6.31310923458	273.0
WT8	5.1819668243	244.0
KO2	6.237853612	296.0
KO5	6.12981285816	264.0
OE2	5.70536042561	243.0
WT1	5.3839967467	243.0
WT2	5.82128996486	267.0
WT4	5.98884623459	276.0
KO7	5.8885562793	267.0
KO3	4.79261866645	222.0
WT6	5.72424778858	238.0
KO9	6.07707876152	262.0
WT3	5.99887154337	273.0
KO1	5.77297903176	245.0
KO4	5.87664363554	263.0
WT5	5.52936462527	238.0
KO8	5.88719280549	250.0
OE6	5.70786621344	234.0
OE5	5.80253614091	236.0
WT7	6.02392150493	265.0
OE7	5.65597352701	225.0
WT9	5.508372786	254.0
OE1	5.87308579745	240.0
OE8	5.91505401809	242.0
OE9	5.82500125232	230.0
