	shannon	observed_otus
KO6	6.31725251857	282.0
WT8	5.12305429627	233.0
KO2	6.13443823016	280.0
KO5	6.08534828775	289.0
OE2	5.71930266516	251.0
WT1	5.36520605484	262.0
WT2	5.92504026751	290.0
WT4	6.01380443015	293.0
KO7	5.93949341358	262.0
KO3	4.69788278351	219.0
WT6	5.84713968152	271.0
KO9	6.0075617691	263.0
WT3	5.97522966813	262.0
KO1	5.75133893061	265.0
KO4	5.91637040416	269.0
WT5	5.60628818969	233.0
KO8	5.89177948583	253.0
OE6	5.70575019606	235.0
OE5	5.84171462164	240.0
WT7	6.12469449985	276.0
OE7	5.66174633437	239.0
WT9	5.60153533075	256.0
OE1	5.85215923737	239.0
OE8	5.88413541692	243.0
OE9	5.82796177852	240.0
