	shannon	observed_otus
KO6	6.34698932902	293.0
WT8	5.09334630209	227.0
KO2	6.20753992342	300.0
KO5	6.03718576968	270.0
OE2	5.74316619265	264.0
WT1	5.34154677746	259.0
WT2	5.97885745341	308.0
WT4	5.8818596873	272.0
KO7	5.94001344181	275.0
KO3	4.88104365386	233.0
WT6	5.71306823454	259.0
KO9	6.03315347914	271.0
WT3	6.03692321464	292.0
KO1	5.80212523195	260.0
KO4	5.85560994332	282.0
WT5	5.54614909896	231.0
KO8	5.82256888738	255.0
OE6	5.69187047277	234.0
OE5	5.79993416416	248.0
WT7	6.19886306045	298.0
OE7	5.67704611992	239.0
WT9	5.53639765482	270.0
OE1	5.87070362877	242.0
OE8	5.91156154081	250.0
OE9	5.87218077337	243.0
